time,raw_fx,raw_fy,raw_fz,corrected_fx,corrected_fy,corrected_fz,contact_force,target_force,force_xy_norm,v_des_x,v_des_y,v_x,v_y,z_dot,x,y,z,x_d,y_d,z_d,z_offset,f_z
0.000000,0.544988,0.060668,1.945014,-0.893777,-0.000013,0.752812,0.000000,3.000000,0.893777,0.000000,0.000000,0.000048,-0.000294,0.000703,0.319482,-0.017933,0.551833,0.319492,-0.017947,0.551936,0.000000,-0.004100
0.010000,0.444763,0.050387,1.874495,-0.994002,-0.010295,0.682294,0.000000,3.000000,0.994055,0.000000,0.000000,0.000281,0.000068,-0.000414,0.319482,-0.017930,0.551833,0.319492,-0.017947,0.551936,0.000000,0.005370
0.020000,0.396244,-0.037346,1.714406,-1.042521,-0.098027,0.522205,0.000000,3.000000,1.047119,-0.004978,-0.000468,-0.000078,0.000364,0.000101,0.319482,-0.017926,0.551832,0.319442,-0.017949,0.551936,0.000000,0.001013
0.030000,0.305155,-0.084555,1.566793,-1.133610,-0.145236,0.374592,0.000000,3.000000,1.142875,-0.004959,-0.000635,-0.000253,0.000453,-0.000124,0.319482,-0.017924,0.551834,0.319393,-0.017955,0.551936,0.000000,0.002901
0.040000,0.270486,-0.159306,1.453209,-1.168279,-0.219987,0.261008,0.000000,3.000000,1.188810,-0.004914,-0.000925,0.000229,0.000590,-0.000123,0.319483,-0.017924,0.551831,0.319343,-0.017964,0.551936,0.000000,0.002936
0.050000,0.198345,-0.200391,1.417452,-1.240420,-0.261073,0.225250,0.000000,3.000000,1.267596,-0.004893,-0.001030,0.000023,-0.000268,-0.000494,0.319483,-0.017926,0.551832,0.319294,-0.017974,0.551936,0.000000,0.006080
0.060000,0.124336,-0.203336,1.417999,-1.314428,-0.264017,0.225798,0.000000,3.000000,1.340682,-0.004902,-0.000985,0.000092,-0.000506,0.000374,0.319483,-0.017929,0.551834,0.319245,-0.017984,0.551936,0.000000,-0.001331
0.070000,0.132939,-0.221856,1.352907,-1.305826,-0.282538,0.160705,0.000000,3.000000,1.336042,-0.004887,-0.001057,-0.000262,-0.000335,0.000702,0.319482,-0.017932,0.551834,0.319196,-0.017994,0.551936,0.000000,-0.004104
0.080000,0.077059,-0.133486,1.332309,-1.361706,-0.194167,0.140108,0.000000,3.000000,1.375480,-0.004950,-0.000706,0.000197,-0.000531,-0.000408,0.319483,-0.017936,0.551832,0.319147,-0.018003,0.551936,0.000000,0.005332
0.090000,0.036453,-0.066419,1.372261,-1.402312,-0.127101,0.180060,0.000000,3.000000,1.408060,-0.004980,-0.000451,-0.000431,-0.000227,0.000118,0.319481,-0.017941,0.551833,0.319098,-0.018009,0.551936,0.000000,0.000868
