time,raw_fx,raw_fy,raw_fz,corrected_fx,corrected_fy,corrected_fz,contact_force,target_force,force_xy_norm,v_des_x,v_des_y,v_x,v_y,z_dot,x,y,z,x_d,y_d,z_d,z_offset,f_z
0.000000,0.149726,0.352919,-0.218829,-0.112352,0.322616,-1.560917,1.560917,3.000000,0.341620,0.000000,0.000000,-0.000214,-0.000440,-0.000638,0.262826,0.001565,0.404250,0.262814,0.001572,0.404212,0.000000,0.004732
0.010000,0.131059,0.358824,-0.201692,-0.131019,0.328521,-1.543780,1.543780,3.000000,0.353683,0.000000,0.000000,0.000142,-0.000435,0.000566,0.262826,0.001562,0.404251,0.262814,0.001572,0.404012,-0.000200,-0.009096
0.020000,0.183843,0.371355,-0.279675,-0.078234,0.341052,-1.621763,1.621763,3.000000,0.349910,0.000000,0.000000,-0.000081,-0.000831,-0.000282,0.262826,0.001557,0.404249,0.262814,0.001572,0.403812,-0.000400,-0.005468
0.030000,0.172000,0.356032,-0.266454,-0.090078,0.325728,-1.608543,1.608543,3.000000,0.337954,0.000000,0.000000,0.000256,-0.001411,-0.000190,0.262827,0.001545,0.404250,0.262814,0.001572,0.403612,-0.000600,-0.009857
0.040000,0.192035,0.366859,-0.299489,-0.070043,0.336556,-1.641578,1.641578,3.000000,0.343767,0.000000,0.000000,0.000158,-0.001756,0.000368,0.262827,0.001528,0.404250,0.262814,0.001572,0.403412,-0.000800,-0.018204
0.050000,0.168734,0.345621,-0.295575,-0.093343,0.315317,-1.637664,1.637664,3.000000,0.328843,0.000000,0.000000,-0.000227,-0.001418,0.000276,0.262825,0.001516,0.404250,0.262814,0.001572,0.403212,-0.001000,-0.021021
0.060000,0.207554,0.333055,-0.302311,-0.054523,0.302752,-1.644399,1.644399,3.000000,0.307622,0.000000,0.000000,0.000156,-0.000917,0.000530,0.262825,0.001506,0.404248,0.262814,0.001572,0.403012,-0.001200,-0.026741
0.070000,0.275294,0.277422,-0.319962,0.013216,0.247119,-1.662050,1.662050,3.000000,0.247472,0.000000,0.000000,0.000056,-0.000994,0.000318,0.262824,0.001498,0.404247,0.262814,0.001572,0.402812,-0.001400,-0.028517
0.080000,0.322898,0.270112,-0.268220,0.060820,0.239809,-1.610309,1.610309,3.000000,0.247402,0.000000,0.000000,-0.000052,-0.000251,-0.000079,0.262823,0.001496,0.404244,0.262814,0.001572,0.402612,-0.001600,-0.028698
0.090000,0.336362,0.233448,-0.215736,0.074285,0.203145,-1.557825,1.557825,3.000000,0.216301,0.000000,0.000000,0.000257,-0.000839,0.000547,0.262822,0.001492,0.404243,0.262814,0.001572,0.402412,-0.001800,-0.037586
0.100000,0.395599,0.211683,-0.197283,0.133522,0.181380,-1.539371,1.539371,3.000000,0.225226,0.000000,0.000000,-0.000222,-0.000069,-0.000135,0.262821,0.001493,0.404241,0.262814,0.001572,0.402212,-0.002000,-0.035378
0.110000,0.405160,0.235270,-0.113147,0.143083,0.204967,-1.455235,1.455235,3.000000,0.249969,0.000000,0.000000,0.000115,-0.000015,-0.000137,0.262821,0.001492,0.404238,0.262814,0.001572,0.402012,-0.002200,-0.038911
