time,raw_fx,raw_fy,raw_fz,corrected_fx,corrected_fy,corrected_fz,contact_force,target_force,force_xy_norm,v_des_x,v_des_y,v_x,v_y,z_dot,x,y,z,x_d,y_d,z_d,z_offset,f_z
0.000000,8.168753,-0.770734,3.382757,3.569758,0.205694,-0.453834,0.453834,3.000000,3.575679,0.004992,0.000288,0.000021,0.001692,-0.000155,0.588990,-0.006333,0.534498,0.589028,-0.006338,0.534529,0.000000,0.001860
0.010000,8.036991,-0.744454,3.418552,3.437996,0.231974,-0.418039,0.418039,3.000000,3.445813,0.004989,0.000337,-0.000544,-0.000308,-0.001826,0.588988,-0.006338,0.534490,0.589077,-0.006335,0.534529,0.000000,0.016201
0.020000,7.868974,-0.766205,3.398240,3.269979,0.210223,-0.438352,0.438352,3.000000,3.276730,0.004990,0.000321,-0.000334,0.000679,-0.001818,0.588984,-0.006333,0.534482,0.589127,-0.006332,0.534529,0.000000,0.016263
0.030000,7.717425,-0.773682,3.412128,3.118430,0.202746,-0.424463,0.424463,3.000000,3.125014,0.004989,0.000324,-0.001673,-0.000273,0.000085,0.588968,-0.006334,0.534482,0.589177,-0.006329,0.534529,0.000000,0.000121
0.040000,7.530139,-0.727430,3.471313,2.931143,0.248998,-0.365278,0.365278,3.000000,2.941700,0.004982,0.000423,-0.002735,-0.001051,-0.001003,0.588945,-0.006335,0.534472,0.589227,-0.006325,0.534529,0.000000,0.009536
0.050000,7.387258,-0.698860,3.435181,2.788263,0.277568,-0.401411,0.401411,3.000000,2.802045,0.004975,0.000495,-0.002985,-0.000038,0.000069,0.588918,-0.006334,0.534467,0.589277,-0.006321,0.534529,0.000000,0.000536
0.060000,7.077085,-0.695943,3.502881,2.478090,0.280485,-0.333711,0.333711,3.000000,2.493913,0.004968,0.000562,-0.001941,0.000122,-0.001959,0.588895,-0.006330,0.534456,0.589327,-0.006316,0.534529,0.000000,0.017933
0.070000,6.919166,-0.650302,3.492606,2.320171,0.326126,-0.343986,0.343986,3.000000,2.342980,0.004951,0.000696,-0.002268,0.000537,0.000683,0.588870,-0.006328,0.534456,0.589376,-0.006309,0.534529,0.000000,-0.004495
0.080000,6.782769,-0.641938,3.494096,2.183773,0.334490,-0.342495,0.342495,3.000000,2.209242,0.004942,0.000757,-0.002076,0.000750,-0.001384,0.588849,-0.006328,0.534442,0.589426,-0.006302,0.534529,0.000000,0.013307
0.090000,6.645948,-0.658220,3.511304,2.046953,0.318208,-0.325287,0.325287,3.000000,2.071539,0.004941,0.000768,-0.001509,0.000717,0.000509,0.588832,-0.006329,0.534441,0.589475,-0.006294,0.534529,0.000000,-0.002734
0.100000,6.620110,-0.602052,3.500419,2.021115,0.374376,-0.336173,0.336173,3.000000,2.055495,0.004916,0.000911,-0.001066,-0.000933,0.000013,0.588817,-0.006335,0.534441,0.589524,-0.006286,0.534529,0.000000,0.001464
0.110000,6.563392,-0.574011,3.548783,1.964397,0.402417,-0.287808,0.287808,3.000000,2.005192,0.004898,0.001003,-0.000634,0.000391,-0.000845,0.588807,-0.006330,0.534438,0.589573,-0.006276,0.534529,0.000000,0.008803
